
YEAR_or_SEASON,StateName,VirusType,NumberOfCases
2014,Texas,Influenza A H1N2v,0
2014,Texas,Influenza A H3N2v,0
2014,Texas,Influenza A H7N2,0
2014,Tennessee,Influenza A H1N1v,0
2014,Tennessee,Influenza A H1N2v,0
2014,Tennessee,Influenza A H3N2v,0
2014,Tennessee,Influenza A H7N2,0
2014,South Dakota,Influenza A H1N1v,0
2014,South Dakota,Influenza A H1N2v,0
2014,South Dakota,Influenza A H3N2v,0
2014,South Dakota,Influenza A H7N2,0
2014,South Carolina,Influenza A H1N1v,0
2014,South Carolina,Influenza A H1N2v,0
2014,South Carolina,Influenza A H3N2v,0
2014,South Carolina,Influenza A H7N2,0
2014,Rhode Island,Influenza A H1N1v,0
2014,Rhode Island,Influenza A H1N2v,0
2014,Rhode Island,Influenza A H3N2v,0
2014,Rhode Island,Influenza A H7N2,0
2014,Puerto Rico,Influenza A H1N1v,0
2014,Puerto Rico,Influenza A H1N2v,0
2014,Puerto Rico,Influenza A H3N2v,0
2014,Puerto Rico,Influenza A H7N2,0
2014,Pennsylvania,Influenza A H1N1v,0
2014,Pennsylvania,Influenza A H1N2v,0
2014,Pennsylvania,Influenza A H3N2v,0
2014,Pennsylvania,Influenza A H7N2,0
2014,Oregon,Influenza A H1N1v,0
2014,Oregon,Influenza A H1N2v,0
2014,Oregon,Influenza A H3N2v,0
2014,Oregon,Influenza A H7N2,0
2014,Oklahoma,Influenza A H1N1v,0
2014,Oklahoma,Influenza A H1N2v,0
2014,Oklahoma,Influenza A H3N2v,0
2014,Oklahoma,Influenza A H7N2,0
2014,Ohio,Influenza A H1N1v,0
2014,Ohio,Influenza A H1N2v,0
2014,Ohio,Influenza A H3N2v,2
2014,Ohio,Influenza A H7N2,0
2014,New York,Influenza A H1N1v,0
2014,New York,Influenza A H1N2v,0
2014,New York,Influenza A H3N2v,0
2014,New York,Influenza A H7N2,0
2014,Nevada,Influenza A H1N1v,0
2014,Nevada,Influenza A H1N2v,0
2014,Nevada,Influenza A H3N2v,0
2014,Nevada,Influenza A H7N2,0
2014,New Mexico,Influenza A H1N1v,0
2014,New Mexico,Influenza A H1N2v,0
2014,New Mexico,Influenza A H3N2v,0
2014,New Mexico,Influenza A H7N2,0
2014,Connecticut,Influenza A H1N1v,0
2014,Connecticut,Influenza A H1N2v,0
2014,Connecticut,Influenza A H3N2v,0
2014,Connecticut,Influenza A H7N2,0
2014,Colorado,Influenza A H1N1v,0
2014,Colorado,Influenza A H1N2v,0
2014,Colorado,Influenza A H3N2v,0
2014,Colorado,Influenza A H7N2,0
2014,California,Influenza A H1N1v,0
2014,California,Influenza A H1N2v,0
2014,California,Influenza A H3N2v,0
2014,California,Influenza A H7N2,0
2014,Arizona,Influenza A H1N1v,0
2014,Arizona,Influenza A H1N2v,0
2014,Arizona,Influenza A H3N2v,0
2014,Arizona,Influenza A H7N2,0
2014,Arkansas,Influenza A H1N1v,0
2014,Arkansas,Influenza A H1N2v,0
2014,Arkansas,Influenza A H3N2v,0
2014,Arkansas,Influenza A H7N2,0
2014,Alabama,Influenza A H1N1v,0
2014,Alabama,Influenza A H1N2v,0
2014,Alabama,Influenza A H3N2v,0
2014,Alabama,Influenza A H7N2,0
2014,Louisiana,Influenza A H1N1v,0
2014,Louisiana,Influenza A H1N2v,0
2014,Louisiana,Influenza A H3N2v,0
2014,Louisiana,Influenza A H7N2,0
2014,Kentucky,Influenza A H1N1v,0
2014,Kentucky,Influenza A H1N2v,0
2014,Kentucky,Influenza A H3N2v,0
2014,Kentucky,Influenza A H7N2,0
2014,Kansas,Influenza A H1N1v,0
2014,Kansas,Influenza A H1N2v,0
2014,Kansas,Influenza A H3N2v,0
2014,Kansas,Influenza A H7N2,0
2014,New Jersey,Influenza A H1N1v,0
2014,New Jersey,Influenza A H1N2v,0
2014,New Jersey,Influenza A H3N2v,0
2014,New Jersey,Influenza A H7N2,0
2014,Massachusetts,Influenza A H1N1v,0
2014,Massachusetts,Influenza A H1N2v,0
2014,Massachusetts,Influenza A H3N2v,0
2014,Massachusetts,Influenza A H7N2,0
2014,New Hampshire,Influenza A H1N1v,0
2014,New Hampshire,Influenza A H1N2v,0
2014,New Hampshire,Influenza A H3N2v,0
2014,New Hampshire,Influenza A H7N2,0
2014,Nebraska,Influenza A H1N1v,0
2014,Nebraska,Influenza A H1N2v,0
2014,Nebraska,Influenza A H3N2v,0
2014,Nebraska,Influenza A H7N2,0
2014,North Dakota,Influenza A H1N1v,0
2014,North Dakota,Influenza A H1N2v,0
2014,North Dakota,Influenza A H3N2v,0
2014,North Dakota,Influenza A H7N2,0
2014,North Carolina,Influenza A H1N1v,0
2014,North Carolina,Influenza A H1N2v,0
2014,North Carolina,Influenza A H3N2v,0
2014,North Carolina,Influenza A H7N2,0
2014,Montana,Influenza A H1N1v,0
2014,Montana,Influenza A H1N2v,0
2014,Montana,Influenza A H3N2v,0
2014,Montana,Influenza A H7N2,0
2014,Mississippi,Influenza A H1N1v,0
2014,Mississippi,Influenza A H1N2v,0
2014,Mississippi,Influenza A H3N2v,0
2014,Mississippi,Influenza A H7N2,0
2014,Missouri,Influenza A H1N1v,0
2014,Missouri,Influenza A H1N2v,0
2014,Missouri,Influenza A H3N2v,0
2014,Missouri,Influenza A H7N2,0
2014,Minnesota,Influenza A H1N1v,1
2014,Minnesota,Influenza A H1N2v,0
2014,Minnesota,Influenza A H3N2v,0
2014,Minnesota,Influenza A H7N2,0
2014,Michigan,Influenza A H1N1v,0
2014,Michigan,Influenza A H1N2v,0
2014,Michigan,Influenza A H3N2v,0
2014,Michigan,Influenza A H7N2,0
2014,Maine,Influenza A H1N1v,0
2014,Maine,Influenza A H1N2v,0
2014,Maine,Influenza A H3N2v,0
2014,Maine,Influenza A H7N2,0
2014,Maryland,Influenza A H1N1v,0
2014,Maryland,Influenza A H1N2v,0
2014,Maryland,Influenza A H3N2v,0
2014,Maryland,Influenza A H7N2,0
2014,Indiana,Influenza A H1N1v,0
2014,Indiana,Influenza A H1N2v,0
2014,Indiana,Influenza A H3N2v,0
2014,Indiana,Influenza A H7N2,0
2014,Florida,Influenza A H1N1v,0
2014,Florida,Influenza A H1N2v,0
2014,Florida,Influenza A H3N2v,0
2014,Florida,Influenza A H7N2,0
2014,Illinois,Influenza A H1N1v,0
2014,Illinois,Influenza A H1N2v,0
2014,Illinois,Influenza A H3N2v,0
2014,Illinois,Influenza A H7N2,0
2014,Idaho,Influenza A H1N1v,0
2014,Idaho,Influenza A H1N2v,0
2014,Idaho,Influenza A H3N2v,0
2014,Idaho,Influenza A H7N2,0
2014,Iowa,Influenza A H1N1v,0
2014,Iowa,Influenza A H1N2v,0
2014,Iowa,Influenza A H3N2v,0
2014,Iowa,Influenza A H7N2,0
2014,Hawaii,Influenza A H1N1v,0
2014,Hawaii,Influenza A H1N2v,0
2014,Hawaii,Influenza A H3N2v,0
2014,Hawaii,Influenza A H7N2,0
2014,Georgia,Influenza A H1N1v,0
2014,Georgia,Influenza A H1N2v,0
2014,Georgia,Influenza A H3N2v,0
2014,Georgia,Influenza A H7N2,0
2014,Delaware,Influenza A H1N1v,0
2014,Delaware,Influenza A H1N2v,0
2014,Delaware,Influenza A H3N2v,0
2014,Delaware,Influenza A H7N2,0
2014,District of Columbia,Influenza A H1N1v,0
2014,District of Columbia,Influenza A H1N2v,0
2014,District of Columbia,Influenza A H3N2v,0
2014,District of Columbia,Influenza A H7N2,0
2015,District of Columbia,Influenza A H1N1v,0
2015,District of Columbia,Influenza A H1N2v,0
2015,District of Columbia,Influenza A H3N2v,0
2015,District of Columbia,Influenza A H7N2,0
2015,Delaware,Influenza A H1N1v,0
2015,Delaware,Influenza A H1N2v,0
2015,Delaware,Influenza A H3N2v,0
2015,Delaware,Influenza A H7N2,0
2015,Georgia,Influenza A H1N1v,0
2015,Georgia,Influenza A H1N2v,0
2015,Georgia,Influenza A H3N2v,0
2015,Georgia,Influenza A H7N2,0
2015,Hawaii,Influenza A H1N1v,0
2015,Hawaii,Influenza A H1N2v,0
2015,Hawaii,Influenza A H3N2v,0
2015,Hawaii,Influenza A H7N2,0
2015,Iowa,Influenza A H1N1v,1
2015,Iowa,Influenza A H1N2v,0
2015,Iowa,Influenza A H3N2v,0
2015,Iowa,Influenza A H7N2,0
2015,Idaho,Influenza A H1N1v,0
2015,Idaho,Influenza A H1N2v,0
2015,Idaho,Influenza A H3N2v,0
2015,Idaho,Influenza A H7N2,0
2015,Illinois,Influenza A H1N1v,0
2015,Illinois,Influenza A H1N2v,0
2015,Illinois,Influenza A H3N2v,0
2015,Illinois,Influenza A H7N2,0
2015,Florida,Influenza A H1N1v,0
2015,Florida,Influenza A H1N2v,0
2015,Florida,Influenza A H3N2v,0
2015,Florida,Influenza A H7N2,0
2015,Indiana,Influenza A H1N1v,0
2015,Indiana,Influenza A H1N2v,0
2015,Indiana,Influenza A H3N2v,0
2015,Indiana,Influenza A H7N2,0
2015,Maryland,Influenza A H1N1v,0
2015,Maryland,Influenza A H1N2v,0
2015,Maryland,Influenza A H3N2v,0
2015,Maryland,Influenza A H7N2,0
2015,Maine,Influenza A H1N1v,0
2015,Maine,Influenza A H1N2v,0
2015,Maine,Influenza A H3N2v,0
2015,Maine,Influenza A H7N2,0
2015,Michigan,Influenza A H1N1v,0
2015,Michigan,Influenza A H1N2v,0
2015,Michigan,Influenza A H3N2v,1
2015,Michigan,Influenza A H7N2,0
2015,Minnesota,Influenza A H1N1v,1
2015,Minnesota,Influenza A H1N2v,0
2015,Minnesota,Influenza A H3N2v,1
2015,Minnesota,Influenza A H7N2,0
2015,Missouri,Influenza A H1N1v,0
2015,Missouri,Influenza A H1N2v,0
2015,Missouri,Influenza A H3N2v,0
2015,Missouri,Influenza A H7N2,0
2015,Mississippi,Influenza A H1N1v,0
2015,Mississippi,Influenza A H1N2v,0
2015,Mississippi,Influenza A H3N2v,0
2015,Mississippi,Influenza A H7N2,0
2015,Montana,Influenza A H1N1v,0
2015,Montana,Influenza A H1N2v,0
2015,Montana,Influenza A H3N2v,0
2015,Montana,Influenza A H7N2,0
2015,North Carolina,Influenza A H1N1v,0
2015,North Carolina,Influenza A H1N2v,0
2015,North Carolina,Influenza A H3N2v,0
2015,North Carolina,Influenza A H7N2,0
2015,North Dakota,Influenza A H1N1v,0
2015,North Dakota,Influenza A H1N2v,0
2015,North Dakota,Influenza A H3N2v,0
2015,North Dakota,Influenza A H7N2,0
2015,Nebraska,Influenza A H1N1v,0
2015,Nebraska,Influenza A H1N2v,0
2015,Nebraska,Influenza A H3N2v,0
2015,Nebraska,Influenza A H7N2,0
2015,New Hampshire,Influenza A H1N1v,0
2015,New Hampshire,Influenza A H1N2v,0
2015,New Hampshire,Influenza A H3N2v,0
2015,New Hampshire,Influenza A H7N2,0
2015,Massachusetts,Influenza A H1N1v,0
2015,Massachusetts,Influenza A H1N2v,0
2015,Massachusetts,Influenza A H3N2v,0
2015,Massachusetts,Influenza A H7N2,0
2015,New Jersey,Influenza A H1N1v,0
2015,Kansas,Influenza A H1N1v,0
2015,Kansas,Influenza A H1N2v,0
2015,Kansas,Influenza A H3N2v,0
2015,Kansas,Influenza A H7N2,0
2015,Kentucky,Influenza A H1N1v,0
2015,Kentucky,Influenza A H1N2v,0
2015,Kentucky,Influenza A H3N2v,0
2015,Kentucky,Influenza A H7N2,0
2015,Louisiana,Influenza A H1N1v,0
2015,Louisiana,Influenza A H1N2v,0
2015,Louisiana,Influenza A H3N2v,0
2015,Louisiana,Influenza A H7N2,0
2015,Alabama,Influenza A H1N1v,0
2015,Alabama,Influenza A H1N2v,0
2015,Alabama,Influenza A H3N2v,0
2015,Alabama,Influenza A H7N2,0
2015,Arkansas,Influenza A H1N1v,0
2015,Arkansas,Influenza A H1N2v,0
2015,Arkansas,Influenza A H3N2v,0
2015,Arkansas,Influenza A H7N2,0
2015,Arizona,Influenza A H1N1v,0
2015,Arizona,Influenza A H1N2v,0
2015,Arizona,Influenza A H3N2v,0
2015,Arizona,Influenza A H7N2,0
2015,California,Influenza A H1N1v,0
2015,California,Influenza A H1N2v,0
2015,California,Influenza A H3N2v,0
2015,California,Influenza A H7N2,0
2015,Colorado,Influenza A H1N1v,0
2015,Colorado,Influenza A H1N2v,0
2015,Colorado,Influenza A H3N2v,0
2015,Colorado,Influenza A H7N2,0
2015,Connecticut,Influenza A H1N1v,0
2015,Connecticut,Influenza A H1N2v,0
2015,Connecticut,Influenza A H3N2v,0
2015,Connecticut,Influenza A H7N2,0
2015,New Mexico,Influenza A H1N1v,0
2015,New Mexico,Influenza A H1N2v,0
2015,New Mexico,Influenza A H3N2v,0
2015,New Mexico,Influenza A H7N2,0
2015,Nevada,Influenza A H1N1v,0
2015,Nevada,Influenza A H1N2v,0
2015,Nevada,Influenza A H3N2v,0
2015,Nevada,Influenza A H7N2,0
2015,New York,Influenza A H1N1v,0
2015,New York,Influenza A H1N2v,0
2015,New York,Influenza A H3N2v,0
2015,New York,Influenza A H7N2,0
2015,Ohio,Influenza A H1N1v,1
2015,Ohio,Influenza A H1N2v,0
2015,Ohio,Influenza A H3N2v,0
2015,Ohio,Influenza A H7N2,0
2015,Oklahoma,Influenza A H1N1v,0
2015,Oklahoma,Influenza A H1N2v,0
2015,Oklahoma,Influenza A H3N2v,0
2015,Oklahoma,Influenza A H7N2,0
2015,Oregon,Influenza A H1N1v,0
2015,Oregon,Influenza A H1N2v,0
2015,Oregon,Influenza A H3N2v,0
2015,Oregon,Influenza A H7N2,0
2015,Pennsylvania,Influenza A H1N1v,0
2015,Pennsylvania,Influenza A H1N2v,0
2015,Pennsylvania,Influenza A H3N2v,0
2015,Pennsylvania,Influenza A H7N2,0
2015,Puerto Rico,Influenza A H1N1v,0
2015,Puerto Rico,Influenza A H1N2v,0
2015,Puerto Rico,Influenza A H3N2v,0
2015,Puerto Rico,Influenza A H7N2,0
2015,Rhode Island,Influenza A H1N1v,0
2015,Rhode Island,Influenza A H1N2v,0
2015,Rhode Island,Influenza A H3N2v,0
2015,Rhode Island,Influenza A H7N2,0
2015,South Carolina,Influenza A H1N1v,0
2015,South Carolina,Influenza A H1N2v,0
2015,South Carolina,Influenza A H3N2v,0
2015,South Carolina,Influenza A H7N2,0
2015,South Dakota,Influenza A H1N1v,0
2015,South Dakota,Influenza A H1N2v,0
2015,South Dakota,Influenza A H3N2v,0
2015,South Dakota,Influenza A H7N2,0
2015,Tennessee,Influenza A H1N1v,0
2015,Tennessee,Influenza A H1N2v,0
2015,Tennessee,Influenza A H3N2v,0
2015,Tennessee,Influenza A H7N2,0
2015,Texas,Influenza A H1N1v,0
2015,Texas,Influenza A H1N2v,0
2015,Texas,Influenza A H3N2v,0
2015,Texas,Influenza A H7N2,0
2015,Utah,Influenza A H1N1v,0
2015,Utah,Influenza A H1N2v,0
2015,Utah,Influenza A H3N2v,0
2015,Utah,Influenza A H7N2,0
2015,Virginia,Influenza A H1N1v,0
2015,Virginia,Influenza A H1N2v,0
2015,Virginia,Influenza A H3N2v,0
2015,Virginia,Influenza A H7N2,0
2015,Vermont,Influenza A H1N1v,0
2015,Vermont,Influenza A H1N2v,0
2015,Vermont,Influenza A H3N2v,0
2015,Vermont,Influenza A H7N2,0
2015,Washington,Influenza A H1N1v,0
2015,Washington,Influenza A H1N2v,0
2015,Washington,Influenza A H3N2v,0
2015,Washington,Influenza A H7N2,0
2015,Wisconsin,Influenza A H1N1v,0
2015,Wisconsin,Influenza A H1N2v,0
2015,Wisconsin,Influenza A H3N2v,0
2015,Wisconsin,Influenza A H7N2,0
2015,West Virginia,Influenza A H1N1v,0
2015,West Virginia,Influenza A H1N2v,0
2015,West Virginia,Influenza A H3N2v,0
2015,West Virginia,Influenza A H7N2,0
2015,Wyoming,Influenza A H1N1v,0
2015,Wyoming,Influenza A H1N2v,0
2015,Wyoming,Influenza A H3N2v,0
2015,Wyoming,Influenza A H7N2,0
2015,Alaska,Influenza A H1N1v,0
2015,Alaska,Influenza A H1N2v,0
2015,Alaska,Influenza A H3N2v,0
2015,Alaska,Influenza A H7N2,0
2015,New Jersey,Influenza A H1N2v,0
2015,New Jersey,Influenza A H3N2v,1
2015,New Jersey,Influenza A H7N2,0
2016,New Jersey,Influenza A H1N1v,0
2016,New Jersey,Influenza A H1N2v,0
2016,New Jersey,Influenza A H3N2v,0
2016,New Jersey,Influenza A H7N2,0
2016,Alaska,Influenza A H1N1v,0
2016,Alaska,Influenza A H1N2v,0
2016,Alaska,Influenza A H3N2v,0
2016,Alaska,Influenza A H7N2,0
2016,Wyoming,Influenza A H1N1v,0
2016,Wyoming,Influenza A H1N2v,0
2016,Wyoming,Influenza A H3N2v,0
2016,Wyoming,Influenza A H7N2,0
2016,West Virginia,Influenza A H1N1v,0
2016,West Virginia,Influenza A H1N2v,0
2016,West Virginia,Influenza A H3N2v,0
2016,West Virginia,Influenza A H7N2,0
2016,Wisconsin,Influenza A H1N1v,0
2016,Wisconsin,Influenza A H1N2v,1
2016,Wisconsin,Influenza A H3N2v,0
2016,Wisconsin,Influenza A H7N2,0
2016,Washington,Influenza A H1N1v,0
2016,Washington,Influenza A H1N2v,0
2016,Washington,Influenza A H3N2v,0
2016,Washington,Influenza A H7N2,0
2016,Vermont,Influenza A H1N1v,0
2016,Vermont,Influenza A H1N2v,0
2016,Vermont,Influenza A H3N2v,0
2016,Vermont,Influenza A H7N2,0
2016,Virginia,Influenza A H1N1v,0
2016,Virginia,Influenza A H1N2v,0
2016,Virginia,Influenza A H3N2v,0
2016,Virginia,Influenza A H7N2,0
2016,Utah,Influenza A H1N1v,0
2016,Utah,Influenza A H1N2v,0
2016,Utah,Influenza A H3N2v,0
2016,Utah,Influenza A H7N2,0
2016,Texas,Influenza A H1N1v,0
2016,Texas,Influenza A H1N2v,0
2016,Texas,Influenza A H3N2v,0
2016,Texas,Influenza A H7N2,0
2016,Tennessee,Influenza A H1N1v,0
2016,Tennessee,Influenza A H1N2v,0
2016,Tennessee,Influenza A H3N2v,0
2016,Tennessee,Influenza A H7N2,0
2016,South Dakota,Influenza A H1N1v,0
2016,South Dakota,Influenza A H1N2v,0
2016,South Dakota,Influenza A H3N2v,0
2016,South Dakota,Influenza A H7N2,0
2016,South Carolina,Influenza A H1N1v,0
2016,South Carolina,Influenza A H1N2v,0
2016,South Carolina,Influenza A H3N2v,0
2016,South Carolina,Influenza A H7N2,0
2016,Rhode Island,Influenza A H1N1v,0
2016,Rhode Island,Influenza A H1N2v,0
2016,Rhode Island,Influenza A H3N2v,0
2016,Rhode Island,Influenza A H7N2,0
2016,Puerto Rico,Influenza A H1N1v,0
2016,Puerto Rico,Influenza A H1N2v,0
2016,Puerto Rico,Influenza A H3N2v,0
2016,Puerto Rico,Influenza A H7N2,0
2016,Pennsylvania,Influenza A H1N1v,0
2016,Pennsylvania,Influenza A H1N2v,0
2016,Pennsylvania,Influenza A H3N2v,0
2016,Pennsylvania,Influenza A H7N2,0
2016,Oregon,Influenza A H1N1v,0
2016,Oregon,Influenza A H1N2v,0
2016,Oregon,Influenza A H3N2v,0
2016,Oregon,Influenza A H7N2,0
2016,Oklahoma,Influenza A H1N1v,0
2016,Oklahoma,Influenza A H1N2v,0
2016,Oklahoma,Influenza A H3N2v,0
2016,Oklahoma,Influenza A H7N2,0
2016,Ohio,Influenza A H1N1v,0
2016,Ohio,Influenza A H1N2v,0
2016,Ohio,Influenza A H3N2v,6
2016,Ohio,Influenza A H7N2,0
2016,New York,Influenza A H1N1v,0
2016,New York,Influenza A H1N2v,0
2016,New York,Influenza A H3N2v,0
2016,New York,Influenza A H7N2,0
2016,Nevada,Influenza A H1N1v,0
2016,Nevada,Influenza A H1N2v,0
2016,Nevada,Influenza A H3N2v,0
2016,Nevada,Influenza A H7N2,0
2016,New Mexico,Influenza A H1N1v,0
2016,New Mexico,Influenza A H1N2v,0
2016,New Mexico,Influenza A H3N2v,0
2016,New Mexico,Influenza A H7N2,0
2016,Connecticut,Influenza A H1N1v,0
2016,Connecticut,Influenza A H1N2v,0
2016,Connecticut,Influenza A H3N2v,0
2016,Connecticut,Influenza A H7N2,0
2016,Florida,Influenza A H7N2,0
2016,Colorado,Influenza A H1N1v,0
2016,Colorado,Influenza A H1N2v,0
2016,Colorado,Influenza A H3N2v,0
2016,Colorado,Influenza A H7N2,0
2016,California,Influenza A H1N1v,0
2016,California,Influenza A H1N2v,0
2016,California,Influenza A H3N2v,0
2016,California,Influenza A H7N2,0
2016,Arizona,Influenza A H1N1v,0
2016,Arizona,Influenza A H1N2v,0
2016,Arizona,Influenza A H3N2v,0
2016,Arizona,Influenza A H7N2,0
2016,Arkansas,Influenza A H1N1v,0
2016,Arkansas,Influenza A H1N2v,0
2016,Arkansas,Influenza A H3N2v,0
2016,Arkansas,Influenza A H7N2,0
2016,Alabama,Influenza A H1N1v,0
2016,Alabama,Influenza A H1N2v,0
2016,Alabama,Influenza A H3N2v,0
2016,Alabama,Influenza A H7N2,0
2016,Louisiana,Influenza A H1N1v,0
2016,Louisiana,Influenza A H1N2v,0
2016,Louisiana,Influenza A H3N2v,0
2016,Louisiana,Influenza A H7N2,0
2016,Kentucky,Influenza A H1N1v,0
2016,Kentucky,Influenza A H1N2v,0
2016,Kentucky,Influenza A H3N2v,0
2016,Kentucky,Influenza A H7N2,0
2016,Kansas,Influenza A H1N1v,0
2016,Kansas,Influenza A H1N2v,0
2016,Kansas,Influenza A H3N2v,0
2016,Kansas,Influenza A H7N2,0
2016,Massachusetts,Influenza A H1N1v,0
2016,Massachusetts,Influenza A H1N2v,0
2016,Massachusetts,Influenza A H3N2v,0
2016,Massachusetts,Influenza A H7N2,0
2016,New Hampshire,Influenza A H1N1v,0
2016,New Hampshire,Influenza A H1N2v,0
2016,New Hampshire,Influenza A H3N2v,0
2016,New Hampshire,Influenza A H7N2,0
2016,Nebraska,Influenza A H1N1v,0
2016,Nebraska,Influenza A H1N2v,0
2016,Nebraska,Influenza A H3N2v,0
2016,Nebraska,Influenza A H7N2,0
2016,North Dakota,Influenza A H1N1v,0
2016,North Dakota,Influenza A H1N2v,0
2016,North Dakota,Influenza A H3N2v,0
2016,North Dakota,Influenza A H7N2,0
2016,North Carolina,Influenza A H1N1v,0
2016,North Carolina,Influenza A H1N2v,0
2016,North Carolina,Influenza A H3N2v,0
2016,North Carolina,Influenza A H7N2,0
2016,Montana,Influenza A H1N1v,0
2016,Montana,Influenza A H1N2v,0
2016,Montana,Influenza A H3N2v,0
2016,Montana,Influenza A H7N2,0
2016,Mississippi,Influenza A H1N1v,0
2016,Mississippi,Influenza A H1N2v,0
2016,Mississippi,Influenza A H3N2v,0
2016,Mississippi,Influenza A H7N2,0
2016,Missouri,Influenza A H1N1v,0
2016,Missouri,Influenza A H1N2v,0
2016,Missouri,Influenza A H3N2v,0
2016,Missouri,Influenza A H7N2,0
2016,Minnesota,Influenza A H1N1v,0
2016,Minnesota,Influenza A H1N2v,2
2016,Minnesota,Influenza A H3N2v,0
2016,Minnesota,Influenza A H7N2,0
2016,Michigan,Influenza A H1N1v,0
2016,Michigan,Influenza A H1N2v,0
2016,Michigan,Influenza A H3N2v,12
2016,Michigan,Influenza A H7N2,0
2016,Maine,Influenza A H1N1v,0
2016,Maine,Influenza A H1N2v,0
2016,Maine,Influenza A H3N2v,0
2016,Maine,Influenza A H7N2,0
2016,Maryland,Influenza A H1N1v,0
2016,Maryland,Influenza A H1N2v,0
2016,Maryland,Influenza A H3N2v,0
2016,Maryland,Influenza A H7N2,0
2016,Indiana,Influenza A H1N1v,0
2016,Indiana,Influenza A H1N2v,0
2016,Indiana,Influenza A H3N2v,0
2016,Indiana,Influenza A H7N2,1
2016,Florida,Influenza A H1N1v,0
2016,Florida,Influenza A H1N2v,0
2016,Florida,Influenza A H3N2v,0
2016,Illinois,Influenza A H1N1v,0
2016,Illinois,Influenza A H1N2v,0
2016,Illinois,Influenza A H3N2v,0
2016,Illinois,Influenza A H7N2,0
2016,Idaho,Influenza A H1N1v,0
2016,Idaho,Influenza A H1N2v,0
2016,Idaho,Influenza A H3N2v,0
2016,Idaho,Influenza A H7N2,0
2016,Iowa,Influenza A H1N1v,0
2016,Iowa,Influenza A H1N2v,1
2016,Iowa,Influenza A H3N2v,0
2016,Iowa,Influenza A H7N2,0
2016,Hawaii,Influenza A H1N1v,0
2016,Hawaii,Influenza A H1N2v,0
2016,Hawaii,Influenza A H3N2v,0
2016,Hawaii,Influenza A H7N2,0
2016,Georgia,Influenza A H1N1v,0
2016,Georgia,Influenza A H1N2v,0
2016,Georgia,Influenza A H3N2v,0
2016,Georgia,Influenza A H7N2,0
2016,Delaware,Influenza A H1N1v,0
2016,Delaware,Influenza A H1N2v,0
2016,Delaware,Influenza A H3N2v,0
2016,Delaware,Influenza A H7N2,0
2016,District of Columbia,Influenza A H1N1v,0
2016,District of Columbia,Influenza A H1N2v,0
2016,District of Columbia,Influenza A H3N2v,0
2016,District of Columbia,Influenza A H7N2,0
2017,District of Columbia,Influenza A H1N1v,0
2017,District of Columbia,Influenza A H1N2v,0
2017,District of Columbia,Influenza A H3N2v,0
2017,District of Columbia,Influenza A H7N2,0
2017,Delaware,Influenza A H1N1v,0
2017,Delaware,Influenza A H1N2v,0
2017,Delaware,Influenza A H3N2v,1
2017,Delaware,Influenza A H7N2,0
2017,Georgia,Influenza A H1N1v,0
2017,Georgia,Influenza A H1N2v,0
2017,Georgia,Influenza A H3N2v,0
2017,Georgia,Influenza A H7N2,0
2017,Hawaii,Influenza A H1N1v,0
2017,Hawaii,Influenza A H1N2v,0
2017,Hawaii,Influenza A H3N2v,0
2017,Hawaii,Influenza A H7N2,0
2017,Iowa,Influenza A H1N1v,1
2017,Iowa,Influenza A H1N2v,0
2017,Florida,Influenza A H1N1v,0
2017,Iowa,Influenza A H3N2v,1
2017,Iowa,Influenza A H7N2,0
2017,Idaho,Influenza A H1N1v,0
2017,Idaho,Influenza A H1N2v,0
2017,Idaho,Influenza A H3N2v,0
2017,Idaho,Influenza A H7N2,0
2017,Illinois,Influenza A H1N1v,0
2017,Illinois,Influenza A H1N2v,0
2017,Illinois,Influenza A H3N2v,0
2017,Illinois,Influenza A H7N2,0
2017,Indiana,Influenza A H1N1v,0
2017,Indiana,Influenza A H1N2v,0
2017,Indiana,Influenza A H3N2v,0
2017,Indiana,Influenza A H7N2,0
2017,Maryland,Influenza A H1N1v,0
2017,Maryland,Influenza A H1N2v,0
2017,Maryland,Influenza A H3N2v,39
2017,Maryland,Influenza A H7N2,0
2017,Maine,Influenza A H1N1v,0
2017,Maine,Influenza A H1N2v,0
2017,Maine,Influenza A H3N2v,0
2017,Maine,Influenza A H7N2,0
2017,Michigan,Influenza A H1N1v,0
2017,Michigan,Influenza A H1N2v,0
2017,Michigan,Influenza A H3N2v,2
2017,Michigan,Influenza A H7N2,0
2017,Minnesota,Influenza A H1N1v,0
2017,Minnesota,Influenza A H1N2v,0
2017,Minnesota,Influenza A H3N2v,0
2017,Minnesota,Influenza A H7N2,0
2017,Missouri,Influenza A H1N1v,0
2017,Missouri,Influenza A H1N2v,0
2017,Missouri,Influenza A H3N2v,0
2017,Missouri,Influenza A H7N2,0
2017,Mississippi,Influenza A H1N1v,0
2017,Mississippi,Influenza A H1N2v,0
2017,Mississippi,Influenza A H3N2v,0
2017,Mississippi,Influenza A H7N2,0
2017,Montana,Influenza A H1N1v,0
2017,Montana,Influenza A H1N2v,0
2017,Montana,Influenza A H3N2v,0
2017,Montana,Influenza A H7N2,0
2017,North Carolina,Influenza A H1N1v,0
2017,North Carolina,Influenza A H1N2v,0
2017,North Carolina,Influenza A H3N2v,0
2017,North Carolina,Influenza A H7N2,0
2017,North Dakota,Influenza A H1N1v,0
2017,North Dakota,Influenza A H1N2v,0
