"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Oregon,2017,52,1709,432,186,36.16,25.28,10.88
States,Pennsylvania,2017,52,712,55,22,10.81,7.72,3.09
States,Rhode Island,2017,52,X,X,X,X,X,X
States,South Carolina,2017,52,677,83,19,15.07,12.26,2.81
States,South Dakota,2017,52,65,5,1,9.23,7.69,1.54
States,Tennessee,2017,52,716,138,14,21.23,19.27,1.96
States,Texas,2017,52,6409,1895,314,34.47,29.57,4.9
States,Utah,2017,52,1420,384,38,29.72,27.04,2.68
States,Vermont,2017,52,242,46,7,21.9,19.01,2.89
States,Virginia,2017,52,484,68,16,17.36,14.05,3.31
States,Washington,2017,52,1853,336,80,22.45,18.13,4.32
States,West Virginia,2017,52,1456,407,16,29.05,27.95,1.1
States,Wisconsin,2017,52,2316,547,23,24.61,23.62,0.99
States,Wyoming,2017,52,X,X,X,X,X,X
States,Puerto Rico,2017,52,0,0,0,0,0,0
States,Virgin Islands,2017,52,X,X,X,X,X,X
States,New York City,2017,52,X,X,X,X,X,X
States,Alabama,2018,1,1636,388,50,26.77,23.72,3.06
States,Alaska,2018,1,20,0,1,5,0,5
States,Arizona,2018,1,787,189,23,26.94,24.02,2.92
States,Arkansas,2018,1,337,83,20,30.56,24.63,5.93
States,California,2018,1,3272,823,191,30.99,25.15,5.84
States,Colorado,2018,1,1503,234,52,19.03,15.57,3.46
States,Connecticut,2018,1,1266,137,30,13.19,10.82,2.37
States,Delaware,2018,1,452,82,21,22.79,18.14,4.65
States,District of Columbia,2018,1,X,X,X,X,X,X
States,Florida,2018,1,X,X,X,X,X,X
States,Georgia,2018,1,2934,730,118,28.9,24.88,4.02
States,Hawaii,2018,1,298,39,11,16.78,13.09,3.69
States,Idaho,2018,1,252,42,35,30.56,16.67,13.89
States,Illinois,2018,1,1194,371,34,33.92,31.07,2.85
States,Indiana,2018,1,818,200,36,28.85,24.45,4.4
States,Iowa,2018,1,549,150,10,29.14,27.32,1.82
States,Kansas,2018,1,164,36,2,23.17,21.95,1.22
States,Kentucky,2018,1,937,129,47,18.78,13.77,5.02
States,Louisiana,2018,1,1736,357,72,24.71,20.56,4.15
States,Maine,2018,1,142,20,0,14.08,14.08,0
States,Maryland,2018,1,382,67,21,23.04,17.54,5.5
States,Massachusetts,2018,1,1198,173,42,17.95,14.44,3.51
States,Michigan,2018,1,2675,606,40,24.15,22.65,1.5
States,Minnesota,2018,1,1071,270,10,26.14,25.21,0.93
States,Mississippi,2018,1,162,17,2,11.73,10.49,1.23
States,Missouri,2018,1,1442,287,78,25.31,19.9,5.41
States,Montana,2018,1,201,29,4,16.42,14.43,1.99
States,Nebraska,2018,1,318,72,10,25.79,22.64,3.14
States,Nevada,2018,1,58,15,2,29.31,25.86,3.45
States,New Hampshire,2018,1,X,X,X,X,X,X
States,New Jersey,2018,1,X,X,X,X,X,X
States,New Mexico,2018,1,1348,309,99,30.27,22.92,7.34
States,New York,2018,1,3855,498,225,18.75,12.92,5.84
States,North Carolina,2018,1,1053,156,23,17,14.81,2.18
States,North Dakota,2018,1,297,80,11,30.64,26.94,3.7
States,Ohio,2018,1,5476,1354,139,27.26,24.73,2.54
States,Oklahoma,2018,1,572,91,6,16.96,15.91,1.05
States,Oregon,2018,1,1790,417,186,33.69,23.3,10.39
States,Pennsylvania,2018,1,807,78,23,12.52,9.67,2.85
States,Rhode Island,2018,1,X,X,X,X,X,X
States,South Carolina,2018,1,823,107,21,15.55,13,2.55
States,South Dakota,2018,1,77,4,2,7.79,5.19,2.6
States,Tennessee,2018,1,783,156,19,22.35,19.92,2.43
States,Texas,2018,1,6387,1718,365,32.61,26.9,5.71
States,Utah,2018,1,1482,362,66,28.88,24.43,4.45
States,Vermont,2018,1,263,45,6,19.39,17.11,2.28
States,Virginia,2018,1,521,97,21,22.65,18.62,4.03
States,Washington,2018,1,2241,411,135,24.36,18.34,6.02
States,West Virginia,2018,1,1409,285,21,21.72,20.23,1.49
States,Wisconsin,2018,1,2966,776,42,27.58,26.16,1.42
States,Wyoming,2018,1,X,X,X,X,X,X
States,Puerto Rico,2018,1,0,0,0,0,0,0
States,Virgin Islands,2018,1,X,X,X,X,X,X
States,New York City,2018,1,X,X,X,X,X,X
States,Alabama,2018,2,2115,607,79,32.43,28.7,3.74
States,Alaska,2018,2,13,0,0,0,0,0
States,Arizona,2018,2,639,128,15,22.38,20.03,2.35
States,Arkansas,2018,2,368,107,42,40.49,29.08,11.41
States,California,2018,2,2893,460,179,22.09,15.9,6.19
States,Colorado,2018,2,1610,230,58,17.89,14.29,3.6
States,Connecticut,2018,2,1136,182,41,19.63,16.02,3.61
States,Delaware,2018,2,446,86,31,26.23,19.28,6.95
States,District of Columbia,2018,2,X,X,X,X,X,X
States,Florida,2018,2,X,X,X,X,X,X
States,Georgia,2018,2,3662,922,136,28.89,25.18,3.71
States,Hawaii,2018,2,220,25,5,13.64,11.36,2.27
States,Idaho,2018,2,214,51,13,29.91,23.83,6.07
States,Illinois,2018,2,1132,322,34,31.45,28.45,3
States,Indiana,2018,2,761,206,39,32.19,27.07,5.12
States,Iowa,2018,2,633,187,22,33.02,29.54,3.48
States,Kansas,2018,2,193,31,2,17.1,16.06,1.04
States,Kentucky,2018,2,943,122,28,15.91,12.94,2.97
States,Louisiana,2018,2,1750,409,117,30.06,23.37,6.69
States,Maine,2018,2,123,25,1,21.14,20.33,0.81
States,Maryland,2018,2,491,114,23,27.9,23.22,4.68
States,Massachusetts,2018,2,1379,237,48,20.67,17.19,3.48
States,Michigan,2018,2,3110,776,60,26.88,24.95,1.93
States,Minnesota,2018,2,1351,386,22,30.2,28.57,1.63
States,Mississippi,2018,2,175,18,5,13.14,10.29,2.86
States,Missouri,2018,2,1560,330,94,27.18,21.15,6.03
States,Montana,2018,2,186,40,8,25.81,21.51,4.3
States,Nebraska,2018,2,347,92,17,31.41,26.51,4.9
States,Nevada,2018,2,73,16,4,27.4,21.92,5.48
States,New Hampshire,2018,2,X,X,X,X,X,X
States,New Jersey,2018,2,X,X,X,X,X,X
States,New Mexico,2018,2,1633,336,135,28.84,20.58,8.27
States,New York,2018,2,4566,739,271,22.12,16.18,5.94
States,North Carolina,2018,2,1078,210,49,24.03,19.48,4.55
States,North Dakota,2018,2,350,93,12,30,26.57,3.43
States,Ohio,2018,2,5484,1449,162,29.38,26.42,2.95
States,Oklahoma,2018,2,686,137,9,21.28,19.97,1.31
States,Oregon,2018,2,1940,399,270,34.48,20.57,13.92
States,Pennsylvania,2018,2,1110,155,44,17.93,13.96,3.96
States,Rhode Island,2018,2,X,X,X,X,X,X
States,South Carolina,2018,2,1242,266,54,25.76,21.42,4.35
States,South Dakota,2018,2,95,8,2,10.53,8.42,2.11
States,Tennessee,2018,2,738,157,8,22.36,21.27,1.08
States,Texas,2018,2,6731,1763,480,33.32,26.19,7.13
States,Utah,2018,2,1602,374,69,27.65,23.35,4.31
States,Vermont,2018,2,332,68,13,24.4,20.48,3.92
States,Virginia,2018,2,738,175,32,28.05,23.71,4.34
States,Washington,2018,2,2518,402,173,22.84,15.97,6.87
States,West Virginia,2018,2,1453,378,19,27.32,26.02,1.31
States,Wisconsin,2018,2,4094,1149,56,29.43,28.07,1.37
States,Wyoming,2018,2,X,X,X,X,X,X
States,Puerto Rico,2018,2,0,0,0,0,0,0
States,Virgin Islands,2018,2,X,X,X,X,X,X
States,New York City,2018,2,X,X,X,X,X,X
States,Alabama,2018,3,1981,525,95,31.3,26.5,4.8
States,Alaska,2018,3,X,X,X,X,X,X
States,Arizona,2018,3,514,52,9,11.87,10.12,1.75
States,Arkansas,2018,3,363,79,46,34.44,21.76,12.67
States,California,2018,3,2476,269,145,16.72,10.86,5.86
States,Colorado,2018,3,1566,177,54,14.75,11.3,3.45
States,Connecticut,2018,3,1265,233,52,22.53,18.42,4.11
States,Delaware,2018,3,546,114,42,28.57,20.88,7.69
States,District of Columbia,2018,3,X,X,X,X,X,X
States,Florida,2018,3,X,X,X,X,X,X
States,Georgia,2018,3,3619,834,177,27.94,23.05,4.89
States,Hawaii,2018,3,250,26,7,13.2,10.4,2.8
States,Idaho,2018,3,238,56,9,27.31,23.53,3.78
States,Illinois,2018,3,1175,398,64,39.32,33.87,5.45
States,Indiana,2018,3,634,140,53,30.44,22.08,8.36
States,Iowa,2018,3,756,229,52,37.17,30.29,6.88
States,Kansas,2018,3,226,37,7,19.47,16.37,3.1
States,Kentucky,2018,3,882,126,39,18.71,14.29,4.42
States,Louisiana,2018,3,1565,321,100,26.9,20.51,6.39
States,Maine,2018,3,165,37,3,24.24,22.42,1.82
States,Maryland,2018,3,677,181,24,30.28,26.74,3.55
States,Massachusetts,2018,3,1494,289,61,23.43,19.34,4.08
States,Michigan,2018,3,3489,1025,85,31.81,29.38,2.44
States,Minnesota,2018,3,1437,446,17,32.22,31.04,1.18
States,Mississippi,2018,3,147,13,3,10.88,8.84,2.04
States,Missouri,2018,3,1257,188,72,20.68,14.96,5.73
States,Montana,2018,3,159,19,6,15.72,11.95,3.77
States,Nebraska,2018,3,401,77,21,24.44,19.2,5.24
States,Nevada,2018,3,56,10,5,26.79,17.86,8.93
States,New Hampshire,2018,3,X,X,X,X,X,X
States,New Jersey,2018,3,X,X,X,X,X,X
States,New Mexico,2018,3,1800,317,182,27.72,17.61,10.11
States,New York,2018,3,4617,793,379,25.38,17.18,8.21
States,North Carolina,2018,3,1238,266,70,27.14,21.49,5.65
States,North Dakota,2018,3,343,99,4,30.03,28.86,1.17
States,Ohio,2018,3,5491,1258,180,26.19,22.91,3.28
States,Oklahoma,2018,3,846,192,18,24.82,22.7,2.13
States,Oregon,2018,3,1707,242,223,27.24,14.18,13.06
States,Pennsylvania,2018,3,1273,209,84,23.02,16.42,6.6
States,Rhode Island,2018,3,X,X,X,X,X,X
States,South Carolina,2018,3,1314,264,43,23.36,20.09,3.27
States,South Dakota,2018,3,72,7,2,12.5,9.72,2.78
States,Tennessee,2018,3,610,117,17,21.97,19.18,2.79
States,Texas,2018,3,6509,1692,649,35.97,25.99,9.97
States,Utah,2018,3,1562,337,93,27.53,21.57,5.95
States,Vermont,2018,3,380,74,14,23.16,19.47,3.68
States,Virginia,2018,3,913,190,40,25.19,20.81,4.38
States,Washington,2018,3,2369,338,172,21.53,14.27,7.26
States,West Virginia,2018,3,1275,236,22,20.24,18.51,1.73
States,Wisconsin,2018,3,4172,1244,80,31.74,29.82,1.92
States,Wyoming,2018,3,X,X,X,X,X,X
States,Puerto Rico,2018,3,0,0,0,0,0,0
States,Virgin Islands,2018,3,X,X,X,X,X,X
States,New York City,2018,3,X,X,X,X,X,X
States,Alabama,2018,4,1998,412,99,25.58,20.62,4.95
States,Alaska,2018,4,19,0,0,0,0,0
States,Arizona,2018,4,483,40,8,9.94,8.28,1.66
States,Arkansas,2018,4,545,107,97,37.43,19.63,17.8
States,California,2018,4,2427,216,187,16.6,8.9,7.7
States,Colorado,2018,4,1918,220,78,15.54,11.47,4.07
States,Connecticut,2018,4,1624,323,104,26.29,19.89,6.4
States,Delaware,2018,4,625,166,43,33.44,26.56,6.88
States,District of Columbia,2018,4,X,X,X,X,X,X
States,Florida,2018,4,X,X,X,X,X,X
States,Georgia,2018,4,4099,909,293,29.32,22.18,7.15
States,Hawaii,2018,4,284,13,11,8.45,4.58,3.87
States,Idaho,2018,4,192,25,8,17.19,13.02,4.17
States,Illinois,2018,4,1133,308,85,34.69,27.18,7.5
States,Indiana,2018,4,749,170,57,30.31,22.7,7.61
States,Iowa,2018,4,959,282,58,35.45,29.41,6.05
States,Kansas,2018,4,241,42,6,19.92,17.43,2.49
States,Kentucky,2018,4,948,99,57,16.46,10.44,6.01
States,Louisiana,2018,4,1425,204,116,22.46,14.32,8.14
States,Maine,2018,4,255,57,3,23.53,22.35,1.18
States,Maryland,2018,4,906,241,44,31.46,26.6,4.86
States,Massachusetts,2018,4,1790,389,120,28.44,21.73,6.7
States,Michigan,2018,4,4291,1380,139,35.4,32.16,3.24
States,Minnesota,2018,4,1389,396,32,30.81,28.51,2.3
States,Mississippi,2018,4,153,14,8,14.38,9.15,5.23
States,Missouri,2018,4,1401,183,76,18.49,13.06,5.42
States,Montana,2018,4,225,29,9,16.89,12.89,4
States,Nebraska,2018,4,445,75,33,24.27,16.85,7.42
States,Nevada,2018,4,71,14,7,29.58,19.72,9.86
States,New Hampshire,2018,4,X,X,X,X,X,X
States,New Jersey,2018,4,X,X,X,X,X,X
States,New Mexico,2018,4,2050,250,275,25.61,12.2,13.41
States,New York,2018,4,6354,1242,696,30.5,19.55,10.95
States,North Carolina,2018,4,1522,302,59,23.72,19.84,3.88
States,North Dakota,2018,4,500,140,16,31.2,28,3.2
States,Ohio,2018,4,5967,1389,255,27.55,23.28,4.27
States,Oklahoma,2018,4,836,169,40,25,20.22,4.78
States,Oregon,2018,4,1851,219,214,23.39,11.83,11.56
States,Pennsylvania,2018,4,1630,310,117,26.2,19.02,7.18
States,Rhode Island,2018,4,X,X,X,X,X,X
States,South Carolina,2018,4,1607,341,80,26.2,21.22,4.98
States,South Dakota,2018,4,85,5,2,8.24,5.88,2.35
States,Tennessee,2018,4,659,120,23,21.7,18.21,3.49
States,Texas,2018,4,7320,1715,1003,37.13,23.43,13.7
States,Utah,2018,4,1617,265,131,24.49,16.39,8.1
States,Vermont,2018,4,539,106,19,23.19,19.67,3.53
States,Virginia,2018,4,1118,246,50,26.48,22,4.47
States,Washington,2018,4,2480,297,176,19.07,11.98,7.1
States,West Virginia,2018,4,1362,177,25,14.83,13,1.84
States,Wisconsin,2018,4,4511,1353,115,32.54,29.99,2.55
States,Wyoming,2018,4,12,8,0,66.67,66.67,0
States,Puerto Rico,2018,4,0,0,0,0,0,0
States,Virgin Islands,2018,4,X,X,X,X,X,X
States,New York City,2018,4,X,X,X,X,X,X
States,Alabama,2018,5,1923,353,111,24.13,18.36,5.77
States,Alaska,2018,5,13,0,0,0,0,0
States,Arizona,2018,5,557,34,16,8.98,6.1,2.87
States,Arkansas,2018,5,637,93,135,35.79,14.6,21.19
States,California,2018,5,2509,208,233,17.58,8.29,9.29
States,Colorado,2018,5,1992,211,114,16.32,10.59,5.72
States,Connecticut,2018,5,1597,286,135,26.36,17.91,8.45
States,Delaware,2018,5,750,197,91,38.4,26.27,12.13
States,District of Columbia,2018,5,X,X,X,X,X,X
States,Florida,2018,5,X,X,X,X,X,X
States,Georgia,2018,5,2961,743,268,34.14,25.09,9.05
States,Hawaii,2018,5,280,8,11,6.79,2.86,3.93
States,Idaho,2018,5,173,19,15,19.65,10.98,8.67
States,Illinois,2018,5,1079,246,73,29.56,22.8,6.77
States,Indiana,2018,5,755,135,69,27.02,17.88,9.14
States,Iowa,2018,5,970,236,112,35.88,24.33,11.55
States,Kansas,2018,5,210,28,12,19.05,13.33,5.71
States,Kentucky,2018,5,791,95,40,17.07,12.01,5.06
States,Louisiana,2018,5,1548,186,151,21.77,12.02,9.75
States,Maine,2018,5,308,85,8,30.19,27.6,2.6
States,Maryland,2018,5,926,236,43,30.13,25.49,4.64
States,Massachusetts,2018,5,2311,567,155,31.24,24.53,6.71
States,Michigan,2018,5,3980,1099,129,30.85,27.61,3.24
States,Minnesota,2018,5,1282,357,29,30.11,27.85,2.26
States,Mississippi,2018,5,170,7,15,12.94,4.12,8.82
States,Missouri,2018,5,1888,208,163,19.65,11.02,8.63
States,Montana,2018,5,293,37,19,19.11,12.63,6.48
States,Nebraska,2018,5,505,92,33,24.75,18.22,6.53
States,Nevada,2018,5,X,X,X,X,X,X
States,New Hampshire,2018,5,X,X,X,X,X,X
States,New Jersey,2018,5,X,X,X,X,X,X
States,New Mexico,2018,5,2065,195,89,13.75,9.44,4.31
States,New York,2018,5,7177,1398,849,31.31,19.48,11.83
States,North Carolina,2018,5,1406,288,85,26.53,20.48,6.05
States,North Dakota,2018,5,373,90,9,26.54,24.13,2.41
States,Ohio,2018,5,5958,1310,335,27.61,21.99,5.62
States,Oklahoma,2018,5,771,109,59,21.79,14.14,7.65
States,Oregon,2018,5,1601,152,167,19.93,9.49,10.43
States,Pennsylvania,2018,5,1926,388,185,29.75,20.15,9.61
States,Rhode Island,2018,5,X,X,X,X,X,X
States,South Carolina,2018,5,1507,270,69,22.5,17.92,4.58
States,South Dakota,2018,5,69,5,0,7.25,7.25,0
States,Tennessee,2018,5,615,104,38,23.09,16.91,6.18
States,Texas,2018,5,7551,1358,1290,35.07,17.98,17.08
States,Utah,2018,5,1784,258,199,25.62,14.46,11.15
States,Vermont,2018,5,557,130,29,28.55,23.34,5.21
States,Virginia,2018,5,1476,359,114,32.05,24.32,7.72
States,Washington,2018,5,2319,242,227,20.22,10.44,9.79
States,West Virginia,2018,5,1346,133,29,12.04,9.88,2.15
States,Wisconsin,2018,5,4466,1239,163,31.39,27.74,3.65
States,Wyoming,2018,5,X,X,X,X,X,X
States,Puerto Rico,2018,5,0,0,0,0,0,0
States,Virgin Islands,2018,5,X,X,X,X,X,X
States,New York City,2018,5,X,X,X,X,X,X
States,Alabama,2018,6,2017,306,179,24.05,15.17,8.87
States,Alaska,2018,6,X,X,X,X,X,X
States,Arizona,2018,6,519,23,30,10.21,4.43,5.78
States,Arkansas,2018,6,745,83,168,33.69,11.14,22.55
States,California,2018,6,2778,178,307,17.46,6.41,11.05
States,Colorado,2018,6,1787,150,92,13.54,8.39,5.15
States,Connecticut,2018,6,1714,297,199,28.94,17.33,11.61
States,Delaware,2018,6,819,204,125,40.17,24.91,15.26
States,District of Columbia,2018,6,X,X,X,X,X,X
States,Florida,2018,6,X,X,X,X,X,X
States,Georgia,2018,6,4115,781,460,30.16,18.98,11.18
States,Hawaii,2018,6,272,15,23,13.97,5.51,8.46
States,Idaho,2018,6,150,13,12,16.67,8.67,8
States,Illinois,2018,6,1012,201,90,28.75,19.86,8.89
States,Indiana,2018,6,690,111,53,23.77,16.09,7.68
States,Iowa,2018,6,922,155,176,35.9,16.81,19.09
States,Kansas,2018,6,149,13,4,11.41,8.72,2.68
States,Kentucky,2018,6,804,71,54,15.55,8.83,6.72
States,Louisiana,2018,6,1316,114,96,15.96,8.66,7.29
States,Maine,2018,6,362,96,10,29.28,26.52,2.76
States,Maryland,2018,6,838,228,45,32.58,27.21,5.37
States,Massachusetts,2018,6,2459,644,249,36.32,26.19,10.13
States,Michigan,2018,6,3475,868,133,28.81,24.98,3.83
States,Minnesota,2018,6,1313,347,41,29.55,26.43,3.12
States,Mississippi,2018,6,151,7,13,13.25,4.64,8.61
States,Missouri,2018,6,1578,176,158,21.17,11.15,10.01
States,Montana,2018,6,253,19,18,14.62,7.51,7.11
States,Nebraska,2018,6,611,114,70,30.11,18.66,11.46
States,Nevada,2018,6,65,2,3,7.69,3.08,4.62
States,New Hampshire,2018,6,X,X,X,X,X,X
States,New Jersey,2018,6,X,X,X,X,X,X
States,New Mexico,2018,6,2073,167,293,22.19,8.06,14.13
States,New York,2018,6,7517,1513,953,32.81,20.13,12.68
States,North Carolina,2018,6,1390,264,108,26.76,18.99,7.77
States,North Dakota,2018,6,349,77,9,24.64,22.06,2.58
States,Ohio,2018,6,6151,1287,402,27.46,20.92,6.54
States,Oklahoma,2018,6,812,124,66,23.4,15.27,8.13
States,Oregon,2018,6,1486,120,140,17.5,8.08,9.42
States,Pennsylvania,2018,6,1773,345,235,32.71,19.46,13.25
States,Rhode Island,2018,6,X,X,X,X,X,X
States,South Carolina,2018,6,1460,257,101,24.52,17.6,6.92
States,South Dakota,2018,6,67,4,0,5.97,5.97,0
States,Tennessee,2018,6,771,122,79,26.07,15.82,10.25
States,Texas,2018,6,6962,1025,1236,32.48,14.72,17.75
States,Utah,2018,6,1704,170,211,22.36,9.98,12.38
States,Vermont,2018,6,611,149,32,29.62,24.39,5.24
States,Virginia,2018,6,1579,385,159,34.45,24.38,10.07
States,Washington,2018,6,2173,225,178,18.55,10.35,8.19
States,West Virginia,2018,6,1297,97,57,11.87,7.48,4.39
States,Wisconsin,2018,6,4538,1284,242,33.63,28.29,5.33
States,Wyoming,2018,6,X,X,X,X,X,X
States,Puerto Rico,2018,6,0,0,0,0,0,0
States,Virgin Islands,2018,6,X,X,X,X,X,X
States,New York City,2018,6,X,X,X,X,X,X
States,Alabama,2018,7,1632,162,131,17.95,9.93,8.03
States,Alaska,2018,7,X,X,X,X,X,X
States,Arizona,2018,7,546,16,33,8.97,2.93,6.04
States,Arkansas,2018,7,676,40,176,31.95,5.92,26.04
States,California,2018,7,2605,142,292,16.66,5.45,11.21
States,Colorado,2018,7,1760,115,118,13.24,6.53,6.7
States,Connecticut,2018,7,1814,307,228,29.49,16.92,12.57
States,Delaware,2018,7,563,94,90,32.68,16.7,15.99
States,District of Columbia,2018,7,X,X,X,X,X,X
States,Florida,2018,7,X,X,X,X,X,X
States,Georgia,2018,7,2792,436,317,26.97,15.62,11.35
States,Hawaii,2018,7,304,7,16,7.57,2.3,5.26
States,Idaho,2018,7,151,12,11,15.23,7.95,7.28
States,Illinois,2018,7,985,166,113,28.32,16.85,11.47
States,Indiana,2018,7,748,129,100,30.61,17.25,13.37
States,Iowa,2018,7,838,119,174,34.96,14.2,20.76
States,Kansas,2018,7,181,16,19,19.34,8.84,10.5
States,Kentucky,2018,7,812,72,70,17.49,8.87,8.62
States,Louisiana,2018,7,1060,71,77,13.96,6.7,7.26
States,Maine,2018,7,376,110,9,31.65,29.26,2.39
States,Maryland,2018,7,820,208,65,33.29,25.37,7.93
States,Massachusetts,2018,7,2573,641,301,36.61,24.91,11.7
States,Michigan,2018,7,2976,645,164,27.18,21.67,5.51
States,Minnesota,2018,7,1300,282,70,27.08,21.69,5.38
States,Mississippi,2018,7,125,6,6,9.6,4.8,4.8
States,Missouri,2018,7,1759,166,179,19.61,9.44,10.18
States,Montana,2018,7,235,34,10,18.72,14.47,4.26
States,Nebraska,2018,7,537,80,94,32.4,14.9,17.5
States,Nevada,2018,7,66,3,10,19.7,4.55,15.15
States,New Hampshire,2018,7,X,X,X,X,X,X
States,New Jersey,2018,7,X,X,X,X,X,X
States,New Mexico,2018,7,1830,70,256,17.81,3.83,13.99
States,New York,2018,7,7883,1457,1064,31.98,18.48,13.5
States,North Carolina,2018,7,1182,161,102,22.25,13.62,8.63
States,North Dakota,2018,7,291,64,14,26.8,21.99,4.81
States,Ohio,2018,7,5941,1245,548,30.18,20.96,9.22
States,Oklahoma,2018,7,767,98,106,26.6,12.78,13.82
States,Oregon,2018,7,1182,99,115,18.1,8.38,9.73
States,Pennsylvania,2018,7,1730,318,200,29.94,18.38,11.56
States,Rhode Island,2018,7,X,X,X,X,X,X
States,South Carolina,2018,7,1171,145,103,21.18,12.38,8.8
States,South Dakota,2018,7,64,4,4,12.5,6.25,6.25
States,Tennessee,2018,7,825,81,87,20.36,9.82,10.55
States,Texas,2018,7,6386,733,1252,31.08,11.48,19.61
States,Utah,2018,7,1526,138,232,24.25,9.04,15.2
States,Vermont,2018,7,533,153,26,33.58,28.71,4.88
States,Virginia,2018,7,1301,260,144,31.05,19.98,11.07
States,Washington,2018,7,2018,149,172,15.91,7.38,8.52
States,West Virginia,2018,7,1264,130,81,16.69,10.28,6.41
States,Wisconsin,2018,7,4246,972,295,29.84,22.89,6.95
States,Wyoming,2018,7,12,0,3,25,0,25
States,Puerto Rico,2018,7,0,0,0,0,0,0
States,Virgin Islands,2018,7,X,X,X,X,X,X
States,New York City,2018,7,X,X,X,X,X,X
States,Alabama,2018,8,1103,61,79,12.69,5.53,7.16
States,Alaska,2018,8,X,X,X,X,X,X
States,Arizona,2018,8,475,11,21,6.74,2.32,4.42
States,Arkansas,2018,8,542,22,131,28.23,4.06,24.17
States,California,2018,8,2137,90,204,13.76,4.21,9.55
States,Colorado,2018,8,1507,82,94,11.68,5.44,6.24
States,Connecticut,2018,8,1559,179,219,25.53,11.48,14.05
States,Delaware,2018,8,407,34,46,19.66,8.35,11.3
States,District of Columbia,2018,8,X,X,X,X,X,X
States,Florida,2018,8,X,X,X,X,X,X
States,Georgia,2018,8,1770,171,157,18.53,9.66,8.87
States,Hawaii,2018,8,258,5,10,5.81,1.94,3.88
States,Idaho,2018,8,110,5,9,12.73,4.55,8.18
States,Illinois,2018,8,821,90,93,22.29,10.96,11.33
States,Indiana,2018,8,575,81,81,28.17,14.09,14.09
States,Iowa,2018,8,766,93,169,34.2,12.14,22.06
States,Kansas,2018,8,147,11,17,19.05,7.48,11.56
States,Kentucky,2018,8,752,36,65,13.43,4.79,8.64
States,Louisiana,2018,8,835,34,56,10.78,4.07,6.71
States,Maine,2018,8,222,40,8,21.62,18.02,3.6
States,Maryland,2018,8,545,87,46,24.4,15.96,8.44
States,Massachusetts,2018,8,2040,451,222,32.99,22.11,10.88
States,Michigan,2018,8,2770,526,182,25.56,18.99,6.57
States,Minnesota,2018,8,1111,232,62,26.46,20.88,5.58
States,Mississippi,2018,8,95,4,3,7.37,4.21,3.16
States,Missouri,2018,8,1607,109,162,16.86,6.78,10.08
States,Montana,2018,8,264,23,21,16.67,8.71,7.95
States,Nebraska,2018,8,468,73,86,33.97,15.6,18.38
States,Nevada,2018,8,67,5,7,17.91,7.46,10.45
States,New Hampshire,2018,8,X,X,X,X,X,X
States,New Jersey,2018,8,X,X,X,X,X,X
States,New Mexico,2018,8,1496,102,196,19.92,6.82,13.1
States,New York,2018,8,5760,830,742,27.29,14.41,12.88
States,North Carolina,2018,8,758,43,50,12.27,5.67,6.6
States,North Dakota,2018,8,267,46,19,24.34,17.23,7.12
States,Ohio,2018,8,5068,811,611,28.06,16,12.06
States,Oklahoma,2018,8,550,56,51,19.45,10.18,9.27
States,Oregon,2018,8,1124,84,129,18.95,7.47,11.48
States,Pennsylvania,2018,8,1445,223,197,29.07,15.43,13.63
States,Rhode Island,2018,8,X,X,X,X,X,X
States,South Carolina,2018,8,831,68,75,17.21,8.18,9.03
States,South Dakota,2018,8,66,4,4,12.12,6.06,6.06
States,Tennessee,2018,8,475,36,36,15.16,7.58,7.58
States,Texas,2018,8,4739,379,707,22.92,8,14.92
States,Utah,2018,8,1246,87,165,20.22,6.98,13.24
States,Vermont,2018,8,577,154,22,30.5,26.69,3.81
States,Virginia,2018,8,815,116,77,23.68,14.23,9.45
States,Washington,2018,8,1858,144,208,18.95,7.75,11.19
States,West Virginia,2018,8,1023,68,58,12.32,6.65,5.67
States,Wisconsin,2018,8,3538,676,331,28.46,19.11,9.36
States,Wyoming,2018,8,X,X,X,X,X,X
States,Puerto Rico,2018,8,0,0,0,0,0,0
States,Virgin Islands,2018,8,X,X,X,X,X,X
States,New York City,2018,8,X,X,X,X,X,X
States,Alabama,2018,9,828,34,46,9.66,4.11,5.56
States,Alaska,2018,9,12,0,1,8.33,0,8.33
States,Arizona,2018,9,358,8,31,10.89,2.23,8.66
States,Arkansas,2018,9,384,20,58,20.31,5.21,15.1
States,California,2018,9,2130,94,253,16.29,4.41,11.88
States,Colorado,2018,9,1291,78,88,12.86,6.04,6.82
States,Connecticut,2018,9,1251,108,141,19.9,8.63,11.27
States,Delaware,2018,9,352,16,42,16.48,4.55,11.93
States,District of Columbia,2018,9,X,X,X,X,X,X
States,Florida,2018,9,X,X,X,X,X,X
States,Georgia,2018,9,1185,63,72,11.39,5.32,6.08
States,Hawaii,2018,9,228,6,4,4.39,2.63,1.75
States,Idaho,2018,9,129,9,4,10.08,6.98,3.1
States,Illinois,2018,9,661,48,72,18.15,7.26,10.89
States,Indiana,2018,9,419,54,49,24.58,12.89,11.69
